622813.888	22.894166	16.906632	12.35225	0.265198	20.964935	85.192966	16.8	55.16063
622814.605	22.710922	16.924971	12.332152	0.240816	20.844926	85.188986	16.8	55.114812
622816.6412	22.810397	16.946597	12.261278	0.212597	20.870114	85.195169	16.8	54.995943
622816.9973	22.807069	16.947628	12.260794	0.220327	20.973083	85.196722	16.8	54.97739
622817.6441	22.944821	16.921887	12.264286	0.207996	20.939378	85.195113	16.8	54.974748
622820.012	22.802262	16.896733	12.260757	0.215559	21.061483	85.202692	16.8	54.918549
622821.7851	22.794127	16.937117	12.238042	0.208648	20.994078	85.19966	16.8	54.812897
622823.688	22.780814	16.928249	12.241702	0.220439	21.005929	85.197466	16.8	54.74181
622824.2925	22.886939	16.921359	12.242335	0.221407	21.097152	85.191952	16.8	54.724139
622825.6512	22.932418	16.898962	12.247979	0.215223	20.926668	85.192445	16.8	54.693963
622826.1741	22.878435	16.879474	12.258233	0.21757	20.863817	85.191236	16.8	54.697339
622828.149	22.917998	16.891427	12.20905	0.226064	20.910742	85.201241	16.8	54.627126
622829.195	22.942401	16.891016	12.175652	0.231168	20.876781	85.198489	16.8	54.594578
622829.4112	22.91504	16.881243	12.171759	0.225766	20.929748	85.201092	16.8	54.598293
622830.3581	22.891208	16.883933	12.143382	0.236513	20.873331	85.20602	16.8	54.570824
622832.572	22.85198	16.86183	12.100532	0.237463	20.904191	85.203891	16.8	54.545964
622834.3845	22.856417	16.909414	12.06273	0.231875	20.830246	85.204291	16.8	54.435822
622834.7111	22.924989	16.908358	12.051759	0.251973	20.974702	85.204598	16.8	54.425119
622837.408	22.848282	16.864965	12.089458	0.25324	20.907408	85.200609	16.8	54.403416
622837.836	22.961223	16.846433	12.078692	0.256183	20.933706	85.208624	16.8	54.413704
622839.782	22.996179	16.834799	12.066269	0.259424	20.91234	85.200943	16.8	54.393716
622842.0241	22.893561	16.829409	12.019796	0.262944	20.833326	85.201836	16.8	54.368107
622842.305	22.856215	16.82267	12.025058	0.259461	20.984332	85.206932	16.8	54.373491
622843.76	22.859543	16.860841	12.025141	0.278274	20.856292	85.199939	16.8	54.317843
622845.4021	22.891342	16.891276	12.013835	0.292449	20.909144	85.20549	16.8	54.240566
622845.859	22.76061	16.892097	12.005379	0.299303	20.853096	85.20563	16.8	54.226514
622847.6591	22.805724	16.868586	12.031595	0.310945	20.848397	85.200116	16.8	54.202675
622850.4571	22.848248	16.871285	12.113542	0.31603	20.915811	85.203891	16.8	54.143747
622850.7411	22.858803	16.883447	12.124746	0.327429	20.928404	85.203891	16.8	54.124418
622852.442	22.867846	16.903111	12.115685	0.332756	20.865552	85.205091	16.8	54.047374
622852.8121	22.799976	16.901762	12.128481	0.334898	20.877405	85.206755	16.8	54.036208
622854.996	22.791101	16.870011	12.134218	0.341734	20.889512	85.198916	16.8	54.001866
622855.4834	22.887073	16.864362	12.122297	0.3479	20.952363	85.203575	16.8	53.996755
622858.2851	22.870972	16.855125	12.103512	0.375299	20.991369	85.205091	16.8	53.963431
622859.369	22.796648	16.882064	12.106828	0.366265	21.00248	85.202812	16.8	53.912602
622860.982	22.790361	16.860347	12.115331	0.363341	20.888031	85.202459	16.8	53.89134
622861.412	22.952114	16.889843	12.112825	0.371145	20.939399	85.199223	16.8	53.850824
622862.9322	22.942871	16.825729	12.112099	0.363099	20.883099	85.198591	16.8	53.890746
622863.7461	22.730252	16.821539	12.090753	0.365781	20.836173	85.197912	16.8	53.888406
622864.1555	22.956921	16.794222	12.090595	0.369674	20.963591	85.202013	16.8	53.914242
622865.6137	22.953223	16.796921	12.070357	0.363918	20.858906	85.201325	16.8	53.913015
622868.358	22.914199	16.813425	12.031921	0.353301	20.952617	85.197001	16.8	53.881
622868.673	22.793656	16.792034	12.017952	0.359057	20.895947	85.198991	16.8	53.901919
622871.0671	22.904015	16.751013	11.995292	0.337618	20.852609	85.207052	16.8	53.952689
622871.326	22.78626	16.742715	12.013928	0.335513	20.958543	85.200841	16.8	53.965666
622872.3562	22.846332	16.747241	12.007688	0.325529	20.895947	85.191171	16.8	53.979453
622874.194	22.767569	16.739647	12.001598	0.321301	20.98139	85.194063	16.8	54.026811
622875.8003	22.84966	16.704427	11.977551	0.305972	20.938056	85.189711	16.8	54.120399
622876.2491	22.701374	16.71736	11.943967	0.29962	20.917314	85.189711	16.8	54.119654
622878.5811	22.855005	16.670061	11.919148	0.257897	20.950903	85.200506	16.8	54.249504
622878.852	22.796043	16.665585	11.9046	0.252197	20.973729	85.200506	16.8	54.265917
622880.8457	22.834836	16.64541	11.891022	0.260728	20.949305	85.207201	16.8	54.386512
622881.1591	22.738523	16.652341	11.903222	0.246684	20.93831	85.20563	16.8	54.395444
622882.7642	22.766998	16.674738	11.899236	0.243126	20.897705	85.205323	16.8	54.446115
622884.821	22.858132	16.760669	11.915394	0.231037	20.980047	85.198545	16.8	54.411829
622885.869	22.796749	16.760351	11.907767	0.209505	20.82684	85.207406	16.8	54.426061
622886.276	22.808952	16.749706	11.910533	0.214218	20.82684	85.207406	16.8	54.442679
622888.163	22.744978	16.757124	11.950906	0.215428	20.928564	85.204644	16.8	54.465756
622888.641	22.820616	16.748599	11.945066	0.222935	20.928193	85.196369	16.8	54.482431
622889.709	22.829659	16.782856	11.961402	0.217179	20.965486	85.198461	16.8	54.45672
622891.5202	22.901931	16.795513	11.995935	0.222395	20.879925	85.195764	16.8	54.452984
622892.311	22.913763	16.806133	12.01228	0.229063	20.887958	85.19808	16.8	54.442008
622893.701	22.997692	16.851998	12.037053	0.242083	20.851033	85.200897	16.8	54.382951
622894.579	22.996752	16.866751	12.067563	0.258604	20.88981	85.190009	16.8	54.349657
622896.909	22.952384	16.853675	12.069621	0.247894	20.896107	85.196387	16.8	54.313373
622897.959	22.932587	16.822243	12.096006	0.282241	20.962036	85.188093	16.8	54.333628
