622264.5291	22.630306	15.703041	-0.177122	40.98793	20.765086	85.198861	15.6	66.834061
622265.105	22.720337	15.69973	-0.176581	40.990016	20.868805	85.208401	15.6	66.818096
622266.639	22.751771	15.721548	-0.180865	40.9604	20.8288	85.202533	15.6	66.73884
622268.884	22.672795	15.698573	-0.159566	40.971799	20.785207	85.204086	15.6	66.67563
622269.1791	22.651345	15.679454	-0.15518	41.011436	20.84929	85.21411	15.6	66.686225
622271.492	22.696833	15.678029	-0.125545	41.004377	20.704449	85.208122	15.6	66.646653
622273.353	22.56739	15.720576	-0.102876	40.979771	20.662956	85.206476	15.6	66.539981
622274.3581	22.521896	15.745445	-0.08072	40.987855	20.803475	85.208577	15.6	66.469815
622274.632	22.623977	15.729209	-0.062001	41.038389	20.815816	85.210186	15.6	66.473516
622277.2532	22.685164	15.774362	0.009385	40.98061	20.78507	85.208977	15.6	66.300509
622277.5301	22.611402	15.795325	0.006023	40.997951	20.78507	85.208977	15.6	66.262585
622280.2171	22.568294	15.783264	0.031942	41.013969	20.658004	85.209916	15.6	66.100264
622280.5043	22.719187	15.78665	0.046843	40.965243	20.715426	85.210409	15.6	66.079369
622281.4121	22.591595	15.80929	0.072426	40.971445	20.709129	85.203575	15.6	65.997172
622283.1942	22.687383	15.83814	0.086787	40.928083	20.798523	85.208531	15.6	65.83625
622283.615	22.730445	15.84415	0.080557	40.918919	20.66713	85.211311	15.6	65.795911
622285.4821	22.645592	15.846128	0.063746	40.905154	20.803456	85.211971	15.6	65.647427
622285.9964	22.638195	15.854837	0.048622	40.860711	20.759998	85.207731	15.6	65.59603
622288.093	22.751524	15.765285	0.027984	40.848101	20.833948	85.208661	15.6	65.535559
622290.761	22.702874	15.71102	-0.045898	40.792482	20.719736	85.207108	15.6	65.463805
622292.7101	22.815867	15.627084	-0.090257	40.678433	20.814199	85.208884	15.6	65.506188
622293.188	22.776465	15.630872	-0.108464	40.681729	20.742451	85.206169	15.6	65.498495
622295.996	22.763563	15.504037	-0.178025	40.594055	20.786904	85.205221	15.6	65.646661
622296.462	22.692149	15.514414	-0.164921	40.644346	20.756898	85.208131	15.6	65.650446
622298.5491	22.722844	15.487768	-0.130863	40.646507	20.897288	85.201659	15.6	65.736962
622299.688	22.765536	15.551839	-0.125275	40.668169	20.747267	85.202664	15.6	65.703985
622300.607	22.682534	15.648257	-0.13104	40.742899	20.930254	85.199446	15.6	65.60767
622300.908	22.833247	15.671759	-0.122928	40.701287	20.778754	85.203891	15.6	65.577862
622303.0201	22.728021	15.787061	-0.098797	40.796897	20.886547	85.208568	15.6	65.374784
622303.926	22.774616	15.821008	-0.080525	40.797716	20.85284	85.200088	15.6	65.275643
622305.6831	22.726706	15.69108	-0.035486	40.792818	20.73553	85.208354	15.6	65.305162
622306.112	22.733568	15.700425	-0.030457	40.772478	20.842838	85.202459	15.6	65.281877
622308.6839	22.712654	15.661827	-0.028846	40.721925	20.910117	85.208531	15.6	65.229228
622309.6851	22.690465	15.639456	-0.03014	40.670684	20.832096	85.208754	15.6	65.235372
622310.2251	22.724118	15.609457	-0.045609	40.642539	20.831726	85.204998	15.6	65.260722
622312.8292	22.742813	15.588452	-0.101284	40.567233	20.869879	85.20073	15.6	65.278497
622313.112	22.815457	15.577429	-0.103556	40.564923	20.84469	85.204998	15.6	65.290993
622315.684	22.824701	15.498765	-0.147682	40.567568	20.763313	85.210855	15.6	65.416447
622316.1203	22.654592	15.491113	-0.154667	40.570828	20.891732	85.204737	15.6	65.439405
622317.911	22.737226	15.510919	-0.157713	40.583214	20.87988	85.20907	15.6	65.482076
622319.521	22.65755	15.4918	-0.147012	40.631308	20.947779	85.206932	15.6	65.545809
622320.013	22.578938	15.492613	-0.154407	40.59534	20.832096	85.206699	15.6	65.562731
622321.0661	22.701559	15.557765	-0.138341	40.652188	20.798017	85.20908	15.6	65.523959
622323.2756	22.741868	15.654509	-0.103594	40.683555	20.873095	85.208001	15.6	65.425782
622324.027	22.700984	15.674618	-0.088581	40.674465	20.83506	85.204551	15.6	65.389669
622325.5001	22.714298	15.750298	-0.06621	40.724254	20.861729	85.211385	15.6	65.256436
622327.239	22.722598	15.807513	-0.048124	40.743644	20.830244	85.210186	15.6	65.098533
622327.501	22.687466	15.797362	-0.049437	40.743327	20.844573	85.212008	15.6	65.090912
622330.207	22.800625	15.721531	-0.030764	40.674968	20.875317	85.202905	15.6	65.048578
622330.998	22.645675	15.699436	-0.034024	40.662842	20.89606	85.200116	15.6	65.039755
622332.4591	22.652497	15.629439	-0.044781	40.63995	20.865687	85.20589	15.6	65.080926
622334.2881	22.677645	15.641811	-0.069256	40.594763	20.799752	85.208977	15.6	65.053246
622334.572	22.785423	15.634024	-0.08439	40.622963	20.831979	85.20867	15.6	65.057317
622335.457	22.658949	15.580547	-0.093582	40.564122	20.875688	85.20907	15.6	65.109553
622337.198	22.685411	15.573699	-0.088394	40.563563	20.931618	85.203082	15.6	65.13524
622340.055	22.731063	15.538428	-0.095575	40.53987	20.89027	85.202236	15.6	65.21816
622341.6991	22.691823	15.467425	-0.093545	40.560471	20.928674	85.209517	15.6	65.338562
622342.141	22.706656	15.470929	-0.092949	40.530892	20.928674	85.209517	15.6	65.354832
622344.1902	22.66651	15.458675	-0.071547	40.59683	20.830516	85.208391	15.6	65.449912
622344.479	22.673332	15.472002	-0.070392	40.590739	20.830516	85.208391	15.6	65.449359
622346.939	22.740638	15.577798	-0.111491	40.672174	20.753836	85.204096	15.6	65.40863
622347.198	22.624514	15.587211	-0.107133	40.678172	20.753836	85.204096	15.6	65.400867
622349.834	22.644485	15.695916	-0.095621	40.69935	20.879781	85.205314	15.6	65.256913
622350.55	22.759128	15.72936	-0.096544	40.696053	20.865335	85.204793	15.6	65.196488
622352.044	22.733777	15.749661	-0.084632	40.752883	20.871515	85.205937	15.6	65.105848
622352.4642	22.701233	15.757028	-0.080152	40.743197	20.901264	85.207155	15.6	65.077167
622354.98	22.710274	15.697986	-0.065614	40.682791	20.855958	85.20934	15.6	65.017197
622355.2974	22.717505	15.70429	-0.061703	40.690372	20.967077	85.210902	15.6	65.000238
622357.825	22.705466	15.686076	-0.068902	40.60808	20.898925	85.209024	15.6	64.946364
622358.405	22.672387	15.659195	-0.070187	40.651182	20.905845	85.208847	15.6	64.95864
622360.6119	22.730983	15.638198	-0.071612	40.603107	20.867323	85.205137	15.6	64.951146
622361.862	22.753336	15.613354	-0.098034	40.595787	20.819169	85.206383	15.6	64.965146
622362.911	22.733902	15.595476	-0.108343	40.584648	20.842759	85.206997	15.6	64.985196
622363.688	22.701933	15.595182	-0.112916	40.569133	20.887696	85.206932	15.6	64.987881
622365.1571	22.778647	15.580028	-0.083878	40.520629	20.83732	85.20987	15.6	65.011109
622366	22.786413	15.575124	-0.074089	40.525603	20.844982	85.207899	15.6	65.022671
622367.709	22.775524	15.532854	-0.079212	40.500177	20.958694	85.20496	15.6	65.080853
622368.028	22.796397	15.534481	-0.080078	40.499283	20.958694	85.20496	15.6	65.086877
622369.984	22.72745	15.528756	-0.087128	40.538231	20.877461	85.195829	15.6	65.133311
622371.4551	22.779922	15.495253	-0.071714	40.497905	20.846346	85.200255	15.6	65.211379
622372.1387	22.705261	15.49501	-0.07435	40.515731	20.921792	85.197959	15.6	65.235665
622373.4921	22.718905	15.512277	-0.085051	40.547265	20.973022	85.20576	15.6	65.262385
622376.014	22.738709	15.497935	-0.07368	40.537691	20.851045	85.206755	15.6	65.358503
622376.6431	22.680074	15.506443	-0.084446	40.5788	20.8829	85.207954	15.6	65.370916
622377.079	22.775484	15.519351	-0.083729	40.580308	20.82067	85.204244	15.6	65.370813
622379.971	22.701893	15.59602	-0.098006	40.660067	20.929941	85.208531	15.6	65.331488
622380.416	22.744791	15.62814	-0.093843	40.669902	20.929941	85.208531	15.6	65.297225
622383.2441	22.756625	15.73449	-0.053479	40.672286	20.830555	85.207648	15.6	65.120667
622383.935	22.771212	15.74257	-0.050061	40.670721	20.973275	85.212771	15.6	65.079241
622386.36	22.663597	15.754883	-0.026061	40.657627	20.868337	85.203166	15.6	64.936343
622387.836	22.813533	15.672011	-0.01089	40.705795	20.892784	85.207108	15.6	64.960904
622389.4771	22.732753	15.664258	-0.025782	40.62246	20.820924	85.204691	15.6	64.9311
622389.9641	22.68928	15.647603	-0.035132	40.627042	20.946121	85.209163	15.6	64.938795
622391.497	22.729385	15.636472	-0.043346	40.567028	20.809694	85.203445	15.6	64.938337
622393.194	22.776554	15.578494	-0.073121	40.576993	20.902298	85.203063	15.6	64.979901
622393.76	22.690594	15.564764	-0.073093	40.550264	20.952184	85.199577	15.6	65.000252
622396.3301	22.800016	15.543743	-0.094951	40.497421	20.92341	85.20589	15.6	65.033485
622396.671	22.692774	15.525277	-0.092101	40.531842	20.921929	85.197745	15.6	65.063259
622398.73	22.859345	15.547238	-0.106471	40.481402	20.909335	85.201269	15.6	65.088373
622399.1891	22.732879	15.53293	-0.117312	40.488052	20.85551	85.201269	15.6	65.111139
620753.4438	22.312343	10.408276	0.023318	32.802834	20.752608	85.211571	10.4	42.681177
620754.206	22.23765	10.403038	0.021837	32.761837	20.626279	85.210763	10.4	42.683451
620755.862	22.255574	10.422232	0.01597	32.82811	20.660733	85.209563	10.4	42.660858
620756.286	22.245789	10.432466	0.009739	32.847816	20.672589	85.210009	10.4	42.646398
620758.882	22.206572	10.431502	-0.022652	32.826936	20.801876	85.206959	10.4	42.614712
620759.328	22.249489	10.425954	-0.03015	32.866089	20.828664	85.21238	10.4	42.616501
620760.4521	22.292774	10.433162	-0.046923	32.802293	20.726306	85.214733	10.4	42.597583
620762.7932	22.287224	10.428351	-0.061051	32.798717	20.809538	85.213887	10.4	42.576068
620763.469	22.348265	10.421654	-0.0555	32.807993	20.644803	85.214686	10.4	42.577177
620765.322	22.206776	10.437303	-0.04194	32.799201	20.825583	85.215895	10.4	42.544286
620765.6964	22.377323	10.434143	-0.035551	32.793334	20.726306	85.218341	10.4	42.542869
620767.556	22.251173	10.404161	0.016025	32.751089	20.744458	85.214156	10.4	42.562547
620769.5744	22.318134	10.432835	0.035444	32.770647	20.712599	85.209507	10.4	42.522037
